"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-04","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","126.8","","","","1"
"2021-05","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","127.9","","","","1"
"2021-06","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","128.1","","","","1"
"2021-07","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","129.1","","","","1"
"2021-08","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","129.4","","","","1"
"2021-09","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","129.6","","","","1"
"2021-10","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","130.9","","","","1"
"2021-11","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","131.7","","","","1"
"2021-12","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","130.8","","","","1"
"2022-01","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","132.7","","","","1"
"2022-02","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","134.7","","","","1"
"2022-03","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","137.8","","","","1"
"2022-04","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","138.3","","","","1"
"2022-05","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","141.2","","","","1"
"2022-06","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","142.4","","","","1"
"2022-07","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","141.5","","","","1"
"2022-08","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","140.4","","","","1"
"2022-09","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","140.2","","","","1"
"2022-10","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","141.9","","","","1"
"2022-11","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","142.2","","","","1"
"2022-12","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","139.8","","","","1"
"2023-01","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","141.2","","","","1"
"2023-02","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","141.8","","","","1"
"2023-03","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","142.7","","","","1"
"2023-04","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","143.9","","","","1"
"2023-05","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","144.1","","","","1"
"2023-06","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","144.4","","","","1"
"2023-07","Canada","2016A000011124","Goods","2002=100","17","units","0","v41691222","2.274","144.7","","","","1"
"2018-07","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","147.1","","","","1"
"2018-08","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","147.1","","","","1"
"2018-09","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","146.3","","","","1"
"2018-10","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","146.8","","","","1"
"2018-11","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","146.6","","","","1"
"2018-12","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","147.3","","","","1"
"2019-01","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","147.1","","","","1"
"2019-02","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","147.6","","","","1"
"2019-03","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","148.1","","","","1"
"2019-04","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","148.1","","","","1"
"2019-05","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","149.2","","","","1"
"2019-06","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","149.6","","","","1"
"2019-07","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","150.7","","","","1"
"2019-08","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","150.9","","","","1"
"2019-09","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","149.5","","","","1"
"2019-10","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","150.1","","","","1"
"2019-11","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","149.4","","","","1"
"2019-12","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","150.1","","","","1"
"2020-01","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","149.7","","","","1"
"2020-02","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","150.8","","","","1"
"2020-03","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","151.1","","","","1"
"2020-04","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","151.1","","","","1"
"2020-05","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","151.1","","","","1"
"2020-06","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","151.6","","","","1"
"2020-07","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","151.5","","","","1"
"2020-08","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","151.6","","","","1"
"2020-09","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","151.5","","","","1"
"2020-10","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","151.9","","","","1"
"2020-11","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","152.1","","","","1"
"2020-12","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","152.1","","","","1"
"2021-01","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","152.5","","","","1"
"2021-02","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","152.6","","","","1"
"2021-03","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","152.9","","","","1"
"2021-04","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","153.7","","","","1"
"2021-05","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","154.0","","","","1"
"2021-06","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","154.6","","","","1"
"2021-07","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","155.4","","","","1"
"2021-08","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","155.7","","","","1"
"2021-09","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","156.1","","","","1"
"2021-10","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","156.7","","","","1"
"2021-11","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","156.5","","","","1"
"2021-12","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","157.2","","","","1"
"2022-01","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","157.7","","","","1"
"2022-02","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","158.4","","","","1"
"2022-03","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","159.4","","","","1"
"2022-04","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","160.8","","","","1"
"2022-05","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","162.0","","","","1"
"2022-06","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","162.7","","","","1"
"2022-07","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","164.2","","","","1"
"2022-08","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","164.3","","","","1"
"2022-09","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","164.8","","","","1"
"2022-10","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","165.2","","","","1"
"2022-11","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","165.5","","","","1"
"2022-12","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","166.0","","","","1"
"2023-01","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","166.1","","","","1"
"2023-02","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","166.8","","","","1"
"2023-03","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","167.6","","","","1"
"2023-04","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","168.5","","","","1"
"2023-05","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","169.4","","","","1"
"2023-06","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","169.5","","","","1"
"2023-07","Canada","2016A000011124","Services","2002=100","17","units","0","v41691230","2.282","171.2","","","","1"


